"product_id"|"name"|"workcenter_id"|"time_cycle_manual"|"note"
"PC9-104BSW5R4SSD120CETIL"|"Montaje"|"Área de Montaje"|"1,5"|"Ensamblado equipo industrial"
"PC9-104BSW5R4SSD120CETIL"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PC9-104BSW5R4SSD120CETIL"|"Desarrollo"|"Área de Desarrollo"|"1"|"Ensamblado equipo industrial"
"PC9-104BSW5R4SSD120CETIL/R00"|"Montaje"|"Área de Montaje"|"1,5"|"Ensamblado equipo industrial"
"PC9-104BSW5R4SSD120CETIL/R00"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PC9-104BSW5R4SSD120FAN/R01"|"Montaje"|"Área de Montaje"|"1,5"|"Ensamblado equipo industrial"
"PC9-104BSW5R4SSD120FAN/R01"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PC9-104BSWR4MS64PRO"|"Montaje"|"Área de Montaje"|"2"|"Ensamblado equipo industrial"
"PC9-104BSWR4MS64PRO"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-104BSWR4MS64PRO/R00"|"Montaje"|"Área de Montaje"|"1,5"|"Ensamblado equipo industrial"
"PC9-104BSWR4MS64PRO/R00"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-104BSWR4MS64WAY"|"Montaje"|"Área de Montaje"|"1,5"|"Ensamblado equipo industrial"
"PC9-104BSWR4MS64WAY"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-104BSWR4MS64WAY/R00"|"Montaje"|"Área de Montaje"|"1,5"|"Ensamblado equipo industrial"
"PC9-104BSWR4MS64WAY/R00"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-121BSW502R4MS32L"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-121BSW502R4MS32L"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-121BSW502R4MS32L/R00"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-121BSW502R4MS32L/R00"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-121BSW502R4MS32L/R01"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-121BSW502R4MS32L/R01"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-121BSW502R4MS32L/R02"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-121BSW502R4MS32L/R02"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-121BSW502R4MS32L/R03"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-121BSW502R4MS32L/R03"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-121BSW502R4MS32L/R04"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-121BSW502R4MS32L/R04"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-121BSW502R4MS32L/R05"|"Montaje"|"Área de Montaje"|"1"|"Ensamblado equipo industrial"
"PC9-121BSW502R4MS32L/R05"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-121BSW502R4MS32L-XGA/R01"|"Montaje"|"Área de Montaje"|"0,75"|"Ensamblado equipo industrial"
"PC9-121BSW502R4MS32L-XGA/R01"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-15600VPN45R1CF8CETIL"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-15600VPN45R1CF8CETIL"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PC9-15BSW502R4MS32PCAPL/R01"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-15BSW502R4MS32PCAPL/R01"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-15MITXE845-AMT/R04"|"Montaje"|"Área de Montaje"|"2"|"Ensamblado equipo industrial"
"PC9-15MITXE845-AMT/R04"|"Verificación"|"Área de Verificación"|"1,25"|"Ensamblado equipo industrial"
"PC9-15MITXN270WR2ESC"|"Montaje"|"Área de Montaje"|"2"|"Ensamblado equipo industrial"
"PC9-15MITXN270WR2ESC"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PC9-185BSW5R4CF8FANL"|"Montaje"|"Área de Montaje"|"1"|"Ensamblado equipo industrial"
"PC9-185BSW5R4CF8FANL"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-185BSW5R4CF8FANL/R01"|"Montaje"|"Área de Montaje"|"1"|"Ensamblado equipo industrial"
"PC9-185BSW5R4CF8FANL/R01"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-185BSW5R4MS32L"|"Montaje"|"Área de Montaje"|"1"|"Ensamblado equipo industrial"
"PC9-185BSW5R4MS32L"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-185BSW5R4MS32L/R00"|"Montaje"|"Área de Montaje"|"1"|"Ensamblado equipo industrial"
"PC9-185BSW5R4MS32L/R00"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-185BSW5R4MS32ZYGAL"|"Montaje"|"Área de Montaje"|"1,5"|"Ensamblado equipo industrial"
"PC9-185BSW5R4MS32ZYGAL"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-185BSW5R4MS32ZYGAL/R00"|"Montaje"|"Área de Montaje"|"1,5"|"Ensamblado equipo industrial"
"PC9-185BSW5R4MS32ZYGAL/R00"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-65BSW502R4MS32PCAPL"|"Montaje"|"Área de Montaje"|"1"|"Ensamblado equipo industrial"
"PC9-65BSW502R4MS32PCAPL"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-65BSW502R4MS32PCAPL/R00"|"Montaje"|"Área de Montaje"|"1"|"Ensamblado equipo industrial"
"PC9-65BSW502R4MS32PCAPL/R00"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-65BSW502R4MS32PCAPL/R01"|"Montaje"|"Área de Montaje"|"1"|"Ensamblado equipo industrial"
"PC9-65BSW502R4MS32PCAPL/R01"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-65BSW502R4MS32PCAPL/R02"|"Montaje"|"Área de Montaje"|"1"|"Ensamblado equipo industrial"
"PC9-65BSW502R4MS32PCAPL/R02"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-GOVABSW502R4MS32L"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-GOVABSW502R4MS32L"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-GOVABSW502R4MS32L/R00"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-GOVABSW502R4MS32L/R00"|"Verificación"|"Área de Verificación"|"1,75"|"Ensamblado equipo industrial"
"PC9-MITX2930R2M32"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-MITX2930R2M32"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PC9-MITX2930R2M32/PROTO"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-MITX2930R2M32/PROTO"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PC9-MITX2930R2M32/R00"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-MITX2930R2M32/R00"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PC9-MITX2930R2M32/R01"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-MITX2930R2M32/R01"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-MITXEMBAPL1R8MS120"|"Montaje"|"Área de Montaje"|"0,75"|"Ensamblado equipo industrial"
"PC9-MITXEMBAPL1R8MS120"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PC9-MITXEMBAPL1R8MS120/R00"|"Montaje"|"Área de Montaje"|"0,75"|"Ensamblado equipo industrial"
"PC9-MITXEMBAPL1R8MS120/R00"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PC9-MITXEMBH81AR8MS120"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-MITXEMBH81AR8MS120"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PC9-MITXEMBH81AR8MS120I3/R06"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-MITXEMBH81AR8MS120I3/R06"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PC9-MITXIH310I5R8S250/R00"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-MITXIH310I5R8S250/R00"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PC9-MITXJN9U2930R4MS64"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-MITXJN9U2930R4MS64"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PC9-MITXJN9U2930R4MS64/R00"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-MITXJN9U2930R4MS64/R00"|"Verificación"|"Área de Verificación"|"1,25"|"Ensamblado equipo industrial"
"PC9-MITXJN9U2930R4MS64/R01"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-MITXJN9U2930R4MS64/R01"|"Verificación"|"Área de Verificación"|"1,25"|"Ensamblado equipo industrial"
"PC9-MITXJN9U2930R4MS64/R02"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-MITXJN9U2930R4MS64/R02"|"Verificación"|"Área de Verificación"|"1,25"|"Ensamblado equipo industrial"
"PC9-NF797Q370R8M2250"|"Montaje"|"Área de Montaje"|"1"|"Ensamblado equipo industrial"
"PC9-NF797Q370R8M2250"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PC9-PR104BSW5R4SSD120CETIL"|"Montaje"|"Área de Montaje"|"1,5"|"Ensamblado equipo industrial"
"PC9-PR104BSW5R4SSD120CETIL"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PC9-PROTSELFCV05R2CF8/R00"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PC9-PROTSELFCV05R2CF8/R00"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PC9-SELFCV05R2CF8LVDS"|"Montaje"|"Área de Montaje"|"1"|"Ensamblado equipo industrial"
"PC9-SELFCV05R2CF8LVDS"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PD0-070PH-LVDS-TR59H-SC"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD0-070PH-LVDS-TR59H-SC/R00"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD0-070PH-LVDS-TR59H-SC/R01"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD0-07LPTNDVICP3MMU"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD0-07LPTNDVICP3MMU"|"Verificación"|"Área de Verificación"|"0,1"|"Ensamblado equipo industrial"
"PD0-185MONCAP/FAN/R03"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PD0-185MONCAP/FAN/R03"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PD0-800480ICARGBCP-I"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD0-BIOSMIXH310/SOR"|"Verificación"|"Área de Verificación"|"0,25"|"Verificacion equipo industrial"
"PD0-BIOSMIXH310/SOR/R00"|"Verificación"|"Área de Verificación"|"0,25"|"Verificacion equipo industrial"
"PD0-CFLASH8GB-WN4552/R00"|"Verificación"|"Área de Verificación"|"0,25"|"Verificacion equipo industrial"
"PD0-G065VISOR-CVI"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD0-G065VISOR-CVI"|"Verificación"|"Área de Verificación"|"0,25"|"Ensamblado equipo industrial"
"PD0-G084SNAMTPCAP"|"Montaje"|"Área de Montaje"|"0,15"|"Ensamblado equipo industrial"
"PD0-G101ICE-RTPCLVDS"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD0-G190RTPVX60C-U"|"Montaje"|"Área de Montaje"|"0,2"|"Ensamblado equipo industrial"
"PD0-LVDSBT100DLS1500"|"Verificación"|"Área de Verificación"|"0,5"|"Verificacion equipo industrial"
"PD10-GSKU6W1R4MS32/R00"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD10-GSKU6W1R4MS32/R00"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PD10-J3E5200R8SSD120"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD10-JNC5D950I7R4MS64"|"Montaje"|"Área de Montaje"|"0,6"|"Ensamblado equipo industrial"
"PD10-JNC5D950I7R4MS64"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PD10-JNC5D950I7R4MS64/R01"|"Montaje"|"Área de Montaje"|"0,6"|"Ensamblado equipo industrial"
"PD10-JNC5D950I7R4MS64/R01"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PD10-JNC5D950I7R4MS64/R02"|"Montaje"|"Área de Montaje"|"0,6"|"Ensamblado equipo industrial"
"PD10-JNC5D950I7R4MS64/R02"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PD10-JNC5D950I7R4SD60"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PD10-JNC5D950I7R4SD60"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PD10-JNC5D950I7R4SD60/R00"|"Montaje"|"Área de Montaje"|"0,6"|"Ensamblado equipo industrial"
"PD10-JNC5D950I7R4SD60/R00"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PD10-JNC5D950I7R8MS64"|"Montaje"|"Área de Montaje"|"0,6"|"Ensamblado equipo industrial"
"PD10-JNC5D950I7R8MS64"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PD10-NC9MXMI5R8M250-S"|"Montaje"|"Área de Montaje"|"0,6"|"Ensamblado equipo industrial"
"PD10-NC9MXMI5R8M250-S"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PD10-Q170AR8MSATA250"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PD10-Q170AR8MSATA250"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PD10-Q170AR8MSATA250/R00"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PD10-Q170AR8MSATA250/R00"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PD10-Q170AR8MSATA250/R01"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PD10-Q170AR8MSATA250/R01"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PD10-Q170AR8MSATA250/R02"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PD10-Q170AR8MSATA250/R02"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PD10-WH610R8SSD480"|"Montaje"|"Área de Montaje"|"2,5"|"Ensamblado equipo industrial"
"PD10-WH610R8SSD480"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PD10-WH610R8SSD480/R00"|"Montaje"|"Área de Montaje"|"2,5"|"Ensamblado equipo industrial"
"PD10-WH610R8SSD480/R00"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PD6-N466R512CF2GAX/SNC"|"Verificación"|"Área de Verificación"|"0,25"|"Verificacion equipo industrial"
"PD6-N466R512CF2GAX/SNC"|"Montaje"|"Área de Montaje"|"0,25"|"Verificacion equipo industrial"
"PD6-N680C128/R03"|"Verificación"|"Área de Verificación"|"0,25"|"Verificacion equipo industrial"
"PD6-N680C128/R03"|"Montaje"|"Área de Montaje"|"0,25"|"Verificacion equipo industrial"
"PD6-N680C128/R04"|"Verificación"|"Área de Verificación"|"0,25"|"Verificacion equipo industrial"
"PD6-N680C128/R04"|"Montaje"|"Área de Montaje"|"0,25"|"Verificacion equipo industrial"
"PD6-P945GSEN27R1"|"Verificación"|"Área de Verificación"|"1"|"Verificacion equipo industrial"
"PD6-P945GSEN27R1"|"Montaje"|"Área de Montaje"|"0,25"|"Verificacion equipo industrial"
"PD6-PMLX2AR256C128"|"Verificación"|"Área de Verificación"|"0,5"|"Verificacion equipo industrial"
"PD6-PMLX2AR256C2GL"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD6-PMLX2AR256C2GL"|"Verificación"|"Área de Verificación"|"0,25"|"Ensamblado equipo industrial"
"PD6-PMLX2AR512C2GL"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD6-PMLX2AR512C2GL"|"Verificación"|"Área de Verificación"|"0,25"|"Ensamblado equipo industrial"
"PD6-PMLX2AR512GL"|"Montaje"|"Área de Montaje"|"0,15"|"Ensamblado equipo industrial"
"PD6-PMLX2AR512GL"|"Verificación"|"Área de Verificación"|"0,15"|"Ensamblado equipo industrial"
"PD6-PMLX2AR512GL/R00"|"Montaje"|"Área de Montaje"|"0,15"|"Ensamblado equipo industrial"
"PD6-PMLX2AR512GL/R00"|"Verificación"|"Área de Verificación"|"0,15"|"Ensamblado equipo industrial"
"PD6-W-LX800-R12"|"Verificación"|"Área de Verificación"|"0,25"|"Verificacion equipo industrial"
"PD7-HSB800IR128D128"|"Verificación"|"Área de Verificación"|"0,25"|"Verificacion equipo industrial"
"PD7-HSB800IR128D128"|"Montaje"|"Área de Montaje"|"0,25"|"Verificacion equipo industrial"
"PD7-NLX800R1CF2"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PD7-NLX800R1CF2"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PD7-NLX800-R512CF2GNC/R04"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD7-NLX800-R512CF2GNC/R04"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PD7-NLX800-R512CF2GNC/R05"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD7-NLX800-R512CF2GNC/R05"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PD7-NLX800-R512CF2GNC/R06"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD7-NLX800-R512CF2GNC/R06"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PD7-NLX800-R512CF2GNC/R07"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD7-NLX800-R512CF2GNC/R07"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PD7-NLX800-R512CF2GNC/R08"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD7-NLX800-R512CF2GNC/R08"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PD7-NLX800-R512CF2GNC/R09"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD7-NLX800-R512CF2GNC/R09"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PD7-PIMX6DLR1MMC4/3G"|"Verificación"|"Área de Verificación"|"1"|"Verificacion equipo industrial"
"PD7-W945GR512MC4GB4SL"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD7-W945GR512MC4GB4SL"|"Verificación"|"Área de Verificación"|"0,25"|"Ensamblado equipo industrial"
"PD7-W945GR512MC4GB7SL"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD7-W945GR512MC4GB7SL"|"Verificación"|"Área de Verificación"|"0,25"|"Ensamblado equipo industrial"
"PD7-WBTJ1900R4SSD"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PD7-WBTJ1900R4SSD"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PD7-WBTJ1900R4SSD120"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PD7-WBTJ1900R4SSD120"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PD7-WBTJ1900R4SSD-64"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PD7-WBTJ1900R4SSD-64"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PD7-WBTJ1900R4SSD-64/R00"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PD7-WBTJ1900R4SSD-64/R00"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PD7-WBTJ1900R4SSD-64/R01"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PD7-WBTJ1900R4SSD-64/R01"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PD7-WLX800R512LPT/R03"|"Verificación"|"Área de Verificación"|"0,5"|"Verificacion equipo industrial"
"PD7-WLX800R512LPT/R04"|"Verificación"|"Área de Verificación"|"0,5"|"Verificacion equipo industrial"
"PD7-WLX800R512LPT/R05"|"Verificación"|"Área de Verificación"|"0,5"|"Verificacion equipo industrial"
"PD7-WPCVN2600R2SSD/K/R00"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PD7-WPCVN2600R2SSD/K/R00"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PD7-WPCVN2600R2SSD/KINGSTON"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PD7-WPCVN2600R2SSD/KINGSTON"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PD7-WPVN4552R2SSD"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD7-WPVN4552R2SSD"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PD7-WPVN4552R2SSD60"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD7-WPVN4552R2SSD60"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PD8-7F07PJ3455R2S120"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PD8-7F07PJ3455R2S120"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PD8-EPIC2807R2SATA8"|"Montaje"|"Área de Montaje"|"0,1"|"Ensamblado equipo industrial"
"PD8-EPIC2807R2SATA8"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PD8-EPIC2807R2SATA8/R00"|"Montaje"|"Área de Montaje"|"0,1"|"Ensamblado equipo industrial"
"PD8-EPIC2807R2SATA8/R00"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PD8-EPIC2807R2SATA8/R01"|"Montaje"|"Área de Montaje"|"0,1"|"Ensamblado equipo industrial"
"PD8-EPIC2807R2SATA8/R01"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PD8-GBT05R2MSAT8"|"Montaje"|"Área de Montaje"|"0,2"|"Ensamblado equipo industrial"
"PD8-GBT05R2MSAT8"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PD8-GBT05R2MSAT8/R00"|"Montaje"|"Área de Montaje"|"0,2"|"Ensamblado equipo industrial"
"PD8-GBT05R2MSAT8/R00"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PD8-GBT05R2MSAT8/R01"|"Montaje"|"Área de Montaje"|"0,2"|"Ensamblado equipo industrial"
"PD8-GBT05R2MSAT8/R01"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PD8-GENECV05R1/TER"|"Montaje"|"Área de Montaje"|"0,15"|"Ensamblado equipo industrial"
"PD8-GENECV05R1/TER"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PD8-GENECV05R1/TERL"|"Montaje"|"Área de Montaje"|"0,15"|"Ensamblado equipo industrial"
"PD8-GENECV05R1/TERL"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PD8-GENECV05R1/TER-MODIF"|"Montaje"|"Área de Montaje"|"0,15"|"Ensamblado equipo industrial"
"PD8-GENECV05R1/TER-MODIF"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PD8-GENECV05R2CF32/TERL/R00"|"Montaje"|"Área de Montaje"|"0,15"|"Ensamblado equipo industrial"
"PD8-GENECV05R2CF32/TERL/R00"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PD8-JNLBTR1MSATA64"|"Verificación"|"Área de Verificación"|"0,1"|"Verificacion equipo industrial"
"PD8-JNLBTR1MSATA64"|"Montaje"|"Área de Montaje"|"0,5"|"Verificacion equipo industrial"
"PD8-JNU912930R4MSATA64"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PD8-JNU912930R4MSATA64"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PD8-JNU912930R4MSATA64/R01"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD8-JNU912930R4MSATA64/R01"|"Verificación"|"Área de Verificación"|"0,25"|"Ensamblado equipo industrial"
"PD8-KN2600R1HD"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD8-KN2600R1HD"|"Verificación"|"Área de Verificación"|"0,25"|"Ensamblado equipo industrial"
"PD8-KN2600R1HD/R00"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD8-KN2600R1HD/R00"|"Verificación"|"Área de Verificación"|"0,25"|"Ensamblado equipo industrial"
"PD8-NPVD5251R2GS60GPF/R01"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PD8-NPVD5251R2GS60GPF/R01"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PD8-NPVD5251R2GS60GPF/R02"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
