code;name;planned_revenue;probability;partner_id;agent_id;team_id;date_deadline;priority;tag_id;campaign_id;medium_id;partner_name;street;street2;zip;city;state_id;country_id;phone;mobile;email_from;website;contact_name;description;type
OPPN-01518;NarrowBand;25.000;;103912;V-BNC-EST2;;07/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01520;Nuevo proyecto con la MKL2;0;;101165;V-ANEIL;;06/07/2018;;;;;;;;;;;;;;;;;;
OPPN-01521;THINKING THINK TELEFONICA;26.000;;103901;V-AVAC;;23/10/2017;;;;;;;;;;;;;;;;;;
OPPN-01522;TFT ALARGADA 120X600;159.465;;103866;V-XAND;;07/09/2018;;;;;;;;;;;;;;;;;;
OPPN-01523;TELECONTROL GESTION DE AGUA EN ARQUETAS;14.980;;102038;V-BNC-NOR2;;08/03/2019;;;;;;;;;;;;;;;;;;
OPPN-01524;NUEVA MÁQUINA DARDOS;58.000;;101838;V-HLAMA;;31/10/2017;;;;;;;;;;;;;;;;;;
OPPN-01525;Tracker  para Ganado y uso general;14.000;;102299;V-DMART;;15/01/2019;;;;;;;;;;;;;;;;;;
OPPN-01526;EQUIPO EMBARCADO PARA CAMIONES CON CONTROL PARAMETROS (TEMP, VELOCIDAD);245.650;;101391;V-XAND;;31/03/2017;;;;;;;;;;;;;;;;;;
OPPN-01527;PULSERAS MONITORIZACIÓN CONSTANTES VITALES NIÑOS Y ADULTOS.;19.900;;PT16-0179;V-BNC-ESTE;;24/11/2017;;;;;;;;;;;;;;;;;;
OPPN-01528;;0;;103892;V-MFER-PO;;;;;;;;;;;;;;;;;;;;
OPPN-01529;SW POE sin chasis 5 puertos para cámaras IP;0;;100524;V-ANEIL;;11/02/2019;;;;;;;;;;;;;;;;;;
OPPN-01530;CONTROL DE INSTALACIONES HIDROELECTRICAS;6.592,05;;103748;V-BNC-ESTE;;23/03/2017;;;;;;;;;;;;;;;;;;
OPPN-01531;Alternativa compatible al MT17T-X5051 con entrada HDMI;31.500;;PT05-0181;V-ANEIL;;24/07/2019;;;;;;;;;;;;;;;;;;
OPPN-01532;ARIANE 5;180.000;;110285;V-CGAR-CE;;06/02/2019;;;;;;;;;;;;;;;;;;
OPPN-01533;Mantenimiento de máquinas industriales.;5.550;;102030;V-BNC-NOR2;;24/03/2017;;;;;;;;;;;;;;;;;;
OPPN-01534;Consumo anual paneles PC;11.488;;103905;V-BNC-NORT;;27/03/2017;;;;;;;;;;;;;;;;;;
OPPN-01535;CENTRALITA DETECTORES ALTA GAMA;16.400;;120362;V-DMART;;27/03/2017;;;;;;;;;;;;;;;;;;
OPPN-01536;Luminarias GENERAL;16.100;;120362;V-DMART;;28/11/2017;;;;;;;;;;;;;;;;;;
OPPN-01537;Luminaria 50W;31.000;;120362;V-DMART;;20/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01538;Luminaria de 200W  3030 (6Vdc);34.500;;120362;V-DMART;;15/07/2019;;;;;;;;;;;;;;;;;;
OPPN-01539;Luminaria Low cost 14 ~ 42W. Opcion 1;8.000;;120362;V-DMART;;15/07/2019;;;;;;;;;;;;;;;;;;
OPPN-01540;Luminaria Low cost 14 ~ 42W. Opcion 2;25.000;;120362;V-DMART;;27/03/2017;;;;;;;;;;;;;;;;;;
OPPN-01541;Cocedor  Industrial (Hostelería);27.700;;PT17-0070;V-IGAR;;28/03/2017;;;;;;;;;;;;;;;;;;
OPPN-01542;"PANTALLAS 42-46"" VISUALIZACIÓN EN EXTERIOR";432.000;;103897;V-APOVEDA;;25/02/2019;;;;;;;;;;;;;;;;;;
OPPN-01543;Cargador batería Linterna Profesional;4.700;;103907;V-IGAR;;08/06/2018;;;;;;;;;;;;;;;;;;
OPPN-01544;"Sistema de información a pasajero TFT 18,5""";0;;103826;V-DMART;;29/03/2017;;;;;;;;;;;;;;;;;;
OPPN-01545;Arquetas de riego (Castilla y León);12.160;;103408;V-IGAR;;22/10/2018;;;;;;;;;;;;;;;;;;
OPPN-01546;"DISPLAY TFT 8"" SIN Y CON TACTIL";27.500;;100680;V-XAND;;11/02/2019;;;;;;;;;;;;;;;;;;
OPPN-01547;LCU /DROVER;44.000;;110574;V-MFER;;23/01/2018;;;;;;;;;;;;;;;;;;
OPPN-01548;DISPLAY LOGISTICA;16.200;;101649;V-BNC-CEN2;;12/02/2019;;;;;;;;;;;;;;;;;;
OPPN-01549;DETECTOR DE HUMOS;65.000;;103568;V-BNC-UE;;03/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01551;TRACKER;105.000;;102410;V-AVAC;;03/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01552;Gateway LORA para sensores en trenes;69.632;;110572;V-ANEIL;;29/03/2019;;;;;;;;;;;;;;;;;;
OPPN-01553;Nuevo tensiómetro;6.000;;100541;V-XAND;;14/03/2019;;;;;;;;;;;;;;;;;;
OPPN-01554;"Consumo anual touch PCAP 4,3""";54.600;;100202;V-IGAR;;25/09/2017;;;;;;;;;;;;;;;;;;
OPPN-01555;Nuevo termostato con LEDs;0;;100202;V-IGAR;;04/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01556;Consumo anual routers;1.400;;102026;V-IGAR;;01/04/2019;;;;;;;;;;;;;;;;;;
OPPN-01557;Consumo anual de switches industriales;54.900;;102026;V-IGAR;;21/01/2019;;;;;;;;;;;;;;;;;;
OPPN-01558;;20.000;;103661;V-HLAMA;;04/04/2018;;;;;;;;;;;;;;;;;;
OPPN-01559;CONTADORES CREPUSCULARES;21.000;;110158;V-AVAC;;22/08/2018;;;;;;;;;;;;;;;;;;
OPPN-01560;PASARELA BLE4.2-GPRS;119.000;;120316;V-DMART;;09/04/2018;;;;;;;;;;;;;;;;;;
OPPN-01561;SECURITY  PROJECT;9.150;;120359;V-BNC-NORT;;22/01/2018;;;;;;;;;;;;;;;;;;
OPPN-01562;TAXÍMETRO;12.560;;110131;V-XAND-AR;;05/03/2018;;;;;;;;;;;;;;;;;;
OPPN-01563;TRACKER;0;;103829;V-AVAC-AN;;23/10/2017;;;;;;;;;;;;;;;;;;
OPPN-01564;2G;1.750;;103799;V-BNC-EST2;;11/02/2019;;;;;;;;;;;;;;;;;;
OPPN-01565;STREET LIGHTING;6.375;;101928;V-XAND;;11/02/2019;;;;;;;;;;;;;;;;;;
OPPN-01566;"Visualizador Hornos 7"" - Display perimetral";30.000;;120164;V-DMART;;21/03/2019;;;;;;;;;;;;;;;;;;
OPPN-01567;NEW HELIX CON BRASWELL;60.700;;100816;V-JCVAZ;;13/02/2018;;;;;;;;;;;;;;;;;;
OPPN-01568;PROYECTO AENA SEGUIMIENTO;357.500;;102859;V-AVAC;;22/08/2018;;;;;;;;;;;;;;;;;;
OPPN-01569;;41.000;;101538;V-XAND-AR;;24/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01570;Marquesinas de autobús;48.090;;103827;V-IGAR;;04/06/2018;;;;;;;;;;;;;;;;;;
OPPN-01571;NUEVA MÁQUINA CONTADORA DE BILLETES. COMUNICACIÓN WIFI;0;;101538;V-HLAMA-AR;;11/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01572;MAQUINA VENDING NEO;16.180;;102340;V-AVAC;;26/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01573;CONTROL ALUMBRADO PUBLICO;20.520;;102329;V-APOVEDA;;12/07/2017;;;;;;;;;;;;;;;;;;
OPPN-01575;"BARRERA/ TFT 7""";0;;101848;V-HLAMA;;06/06/2018;;;;;;;;;;;;;;;;;;
OPPN-01576;CAJERO;0;;101848;V-HLAMA;;06/06/2018;;;;;;;;;;;;;;;;;;
OPPN-01577;SYSLOCATOR;1.327;;103557;V-EMOYA;;14/04/2017;;;;Web Monolitic;SYSTEMWARE S.L.;ALICANTE;;3300;Orihuela;ALICANTE;ES;;653812255;gregoriobermudez@systemware.es;02/12/2014;02/12/2014;;
OPPN-01578;;8.780;;110490;V-AVAC;;14/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01579;CERRADURA INALÁMBRICA;5.250;;110490;V-AVAC;;05/07/2018;;;;;;;;;;;;;;;;;;
OPPN-01580;BOX S/M GSMB/A;1.050;;120119;V-BNC-NOR2;;14/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01581;SMART ENERGY;7.710;;103447;V-APOVEDA;;11/04/2019;;;;;;;;;;;;;;;;;;
OPPN-01582;TELEMETRIA;1.750;;102437;V-AVAC;;14/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01583;ASCENSOR;1.800;;110590;V-AVAC;;03/11/2017;;;;;;;;;;;;;;;;;;
OPPN-01584;SMART METERING;57.200;;102079;V-AVAC-AN;;08/02/2018;;;;;;;;;;;;;;;;;;
OPPN-01585;;3.200;;102339;V-IGAR;;16/04/2018;;;;;;;;;;;;;;;;;;
OPPN-01586;TURBINAS DE VIENTO;22.500;;110116;V-AVAC;;23/09/2019;;;;;;;;;;;;;;;;;;
OPPN-01587;CONTADOR VEHÍCULOS EN CARRETERA;17.880;;102505;V-BNC-NORT;;07/03/2018;;;;;;;;;;;;;;;;;;
OPPN-01588;VEHICLE TRACKING ECALL;1.510;;101730;V-BNC-NORT;;07/02/2019;;;;;;;;;;;;;;;;;;
OPPN-01589;COCHE DE COMPETICIÓN;2.074,80;;103539;V-BNC-NOR2;;15/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01590;Tracker eventos deportivos;3.905;;103564;V-EMOYA;;15/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01591;TRACKER EVENTO DEPORTIVO;4.535;;103564;V-EMOYA;;15/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01592;BOYAS MARINAS;3.855;;103801;V-BNC-ESTE;;15/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01593;LOCALIZADOR VEHICULOS WIN14;4.750;;101973;V-AVAC-AN;;16/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01594;;1.930,50;;103470;V-BNC-SUR;;16/04/2017;;;;Proveedor;CITEC;Viera y Clavijo 34, 5ª Planta;;35006;LAS PALMAS DE GRAN CANARIA;;ES;928 049 418;;mpadron@citec-sl.com;02/09/2014;02/09/2014;;
OPPN-01595;CONTROL LUMINARIAS;3.937,50;;102329;V-BNC-ESTE;;16/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01596;;3.600;;102410;V-AVAC;;10/07/2018;;;;;;;;;;;;;;;;;;
OPPN-01597;;10.170;;100543;V-APOVEDA;;16/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01598;EQUIPOS CONTROL GANADERÍA;4.245;;101164;V-APOVEDA;;16/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01599;;5.200;;101826;V-MFER;;16/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01600;"TOUCH CAPACITIVO EN PANTALLAS DE 12,1"" 16:9";40.000;;101164;V-APOVEDA;;27/11/2017;;;;;;;;;;;;;;;;;;
OPPN-01601;Máquina dispensadora de adhesivos MICRON;18.775;;102171;V-IGAR;;23/10/2018;;;;;;;;;;;;;;;;;;
OPPN-01602;Proteccion  Batería Linterna - ADARO TECNOLOGIA;8.058;;120142;V-IGAR;;11/01/2019;;;;;;;;;;;;;;;;;;
OPPN-01603;SAE + TICKETING;11.540;;110621;V-BNC-CENT;;08/10/2018;;;;;;;;;;;;;;;;;;
OPPN-01604;Tracker Multi-tecnologico genérico.(CLIENTE FINAL: VODAFONE);78.500;;103889;V-DMART;;12/11/2018;;;;;;;;;;;;;;;;;;
OPPN-01606;Incorporación de miniPCIe de Quectel en ordenador Embedded;1.750;;103874;V-RIP;;16/05/2019;;;;;;;;;;;;;;;;;;
OPPN-01607;BEACON NB-IOT;100.000;;102488;V-HLAMA;;29/11/2017;;;;;;;;;;;;;;;;;;
OPPN-01608;SMART METERING;99.880;;102079;V-AVAC-AN;;23/09/2019;;;;;;;;;;;;;;;;;;
OPPN-01609;PESA CARGAS;5.250;;110590;V-AVAC;;07/06/2018;;;;;;;;;;;;;;;;;;
OPPN-01610;DATALOGGER (TELEFONICA);5.250;;103901;V-AVAC;;06/11/2017;;;;;;;;;;;;;;;;;;
OPPN-01611;EQUIPO DETECCION ROBO DE CABLE;52.500;;102410;V-AVAC;;03/11/2017;;;;;;;;;;;;;;;;;;
OPPN-01612;AENA ALEMANIA;52.080;;110574;V-MFER;;07/10/2018;;;;;;;;;;;;;;;;;;
OPPN-01613;EUROFIGTHER JUWAIT;350.000;;110574;V-MFER;;07/10/2018;;;;;;;;;;;;;;;;;;
OPPN-01614;AENA;27.000;;102451;V-MFER;;13/09/2017;;;;;;;;;;;;;;;;;;
OPPN-01615;P14 (AGILE)  cod: P14DB21C1C0560A;52.300;;103605;V-DMART;;03/04/2019;;;;;;;;;;;;;;;;;;
OPPN-01616;MODULOS ADICIONALES PARA RHOMB - VALORACION TECNOLOGICA;9.450;;104139;V-APOVEDA;;09/01/2019;;;;;;;;;;;;;;;;;;
OPPN-01617;;2.000;;102507;V-AVAC;;25/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01618;Control de guiado de máquina fertilizante.;1.000;;103745;V-APOVEDA;;26/05/2017;;;;;;;;;;;;;;;;;;
OPPN-01619;HOMEPACK;27.200;;103683;V-MFER;;23/01/2018;;;;;;;;;;;;;;;;;;
OPPN-01620;homepack;680.000;;103683;V-MFER;;07/10/2018;;;;;;;;;;;;;;;;;;
OPPN-01621;SEGUIMIENTO TURISTICO;5.250;;103919;V-AVAC;;18/03/2019;;;;;;;;;;;;;;;;;;
OPPN-01622;LECTORES DGT;24.000;;102507;V-AVAC;;25/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01623;MANDO A DISTANCIA CLORADORES PISCINAS;15.740;;100773;V-XAND;;11/02/2019;;;;;;;;;;;;;;;;;;
OPPN-01624;TACTIL CON EMI SHIELDING;12.000;;101130;V-XAND;;24/11/2017;;;;;;;;;;;;;;;;;;
OPPN-01625;REANIBEX SERIES (DCDCs);22.600;;120003;V-IGAR;;15/02/2018;;;;;;;;;;;;;;;;;;
OPPN-01626;TRACKER MALETAS;21.500;;103861;V-MFER-PO;;10/01/2019;;;;Web Monolitic;B2CLOUDEV;Rua da Urbanização do Corrêlo, 14;;;;;PT;;;pedrosilva@b2cloudev.com;11/01/2017;12/01/2017;UC20 Y UG96;
OPPN-01627;EMBARCADO;10.500;;103671;V-MFER;;07/10/2018;;;;;;;;;;;;;;;;;;
OPPN-01628;Tracker en entorno quirúrgico;12.750;;103918;V-BNC-CENT;;04/08/2017;;;;;;;;;;;;;;;;;;
OPPN-01629;Visualización procesos de fabricación;23.000;;103018;V-BNC-NORT;;21/06/2017;;;;;;;;;;;;;;;;;;
OPPN-01630;;800;;103593;V-XAND-AR;;24/11/2017;;;;;;;;;;;;;;;;;;
OPPN-01631;SISTEMA LOCALIZADOR;80.000;;103924;V-APOVEDA;;07/01/2019;;;; ;Itera Soluciones de Ingeniería;Carrer Sant Cristòfol, 61,;;46440;ALMUSSAFES;VALENCIA;ES;+34 674 39 22 34;;davidcc@iteraengineering.com;24/04/2017;25/04/2017;;
OPPN-01632;CAJAS DE LUZ IKEA;51.800;;101954;V-BNC-CENT;;08/10/2018;;;;;;;;;;;;;;;;;;
OPPN-01633;Transformador para incluir en UAV cableado.;3.000;;PT17-0098;V-APOVEDA;;28/04/2017;;;;;;;;;;;;;;;;;;
OPPN-01634;SENSORES AHORRO ENERGÉTICO-VALORACIÓN TECNOLÓGICA;10.000;;103709;V-XAND;;20/03/2019;;;;;;;;;;;;;;;;;;
OPPN-01635;POSICIONAMIENTO GPS GANADO;6.090;;101039;V-BNC-EST2;;13/11/2017;;;;Personal;Centre Tec. de Telec.Catalunya;Parc Mediterrani de Tecnologia;;8860;CASTELLDEFELS;BARCELONA;ES;;;francisco.vazquez@cttc.es;26/04/2017;02/05/2017;;
OPPN-01636;SENSORES AHORRO ENERGÉTICO;1.710;;103709;V-XAND;;13/07/2018;;;;;;;;;;;;;;;;;;
OPPN-01637;"MONITORES MARINOS 20""";20.351,50;;130075;V-APOVEDA;;03/05/2017;;;;;;;;;;;;;;;;;;
OPPN-01638;FREIDORA INDUSTRIAL;13.600;;103317;V-AVAC;;09/04/2018;;;;;;;;;;;;;;;;;;
OPPN-01639;CONTROL Y COMUNICACION CON CAMIONES;8.550;;103876;V-BNC-ESTE;;11/05/2017;;;;Proveedor;BINARII;Campus Universitario Espinardo;Edificio CEEIM,;30100;ESPINARDO;MURCIA;ES;;673493216;ja.garcia@binarii.es;16/02/2017;21/02/2017;RUT955;
OPPN-01640;"ACTUALIZACIÓN DE PANTALLAS DE 7"" EN ASCENSORES";41.000;;103531;V-APOVEDA;;03/09/2018;;;;;;;;;;;;;;;;;;
OPPN-01641;Antena Patch ceramica GPS/GNSS - Marine Instruments;18.000;;101181;V-DMART;;06/05/2017;;;;;;;;;;;;;;;;;;
OPPN-01642;Proyecto para Madrid - Cliente final: Orto Alresa;5.305;;100980;V-IGAR;;21/02/2018;;;;;;;;;;;;;;;;;;
OPPN-01643;Armarios eléctricos;9.153,40;;101320;V-IGAR;;30/06/2017;;;;;;;;;;;;;;;;;;
OPPN-01644;NUC - SUNTRACK;13.312;;101181;V-DMART;;23/07/2018;;;;;;;;;;;;;;;;;;
OPPN-01645;SMART METERING ELECTRICIDAD;151.600;;102079;V-AVAC-AN;;22/08/2018;;;;;;;;;;;;;;;;;;
OPPN-01646;ILUMINACION LED TECHOS - TIRM-DEL-FS3528W-24-WP-200 TEKNICOR;2.450;;103896;V-BNC-ESTE;;18/09/2017;;;;;;;;;;;;;;;;;;
OPPN-01647;POSTE DE RECARGA PARA COCHE ELECTRICO;19.800;;103804;V-AVAC;;04/03/2019;;;;;;;;;;;;;;;;;;
OPPN-01648;SISTEMA SEGUIMIENTO TRAFICO;35.090;;103729;V-ANEIL;;22/03/2018;;;;;;;;;;;;;;;;;;
OPPN-01649;PARKHELP;15.200;;101166;V-HLAMA;;19/04/2018;;;;;;;;;;;;;;;;;;
OPPN-01650;PARKHELP;10.000;;101166;V-HLAMA;;19/04/2018;;;;;;;;;;;;;;;;;;
OPPN-01651;Tiras LED Maquina Snaks - Codigo: 0350348;27.950;;102198;V-DMART;;11/07/2017;;;;;;;;;;;;;;;;;;
OPPN-01652;VFD - Display (Maquina tabaco);81.000;;102198;V-DMART;;05/06/2017;;;;;;;;;;;;;;;;;;
OPPN-01653;NUEO EQUIPO;26.000;;100428;V-XAND;;23/11/2017;;;;;;;;;;;;;;;;;;
OPPN-01654;;11.250;;103377;V-HLAMA;;07/01/2019;;;;;;;;;;;;;;;;;;
OPPN-01655;NCU - Network Control Unit PC;1.268.625;;101181;V-DMART;;19/02/2019;;;;;;;;;;;;;;;;;;
OPPN-01656;ANTENA GSM 3G - VENDING;11.600;;120053;V-DMART;;29/05/2019;;;;;;;;;;;;;;;;;;
OPPN-01657;Amplificador de comunicaciones en Órbita LEO ( 10 Krad and RDM=2);0;;101571;V-DMART;;12/12/2017;;;;;;;;;;;;;;;;;;
OPPN-01658;NCU - Network Control Unit (Serial 4P  to Modbus);92.000;;101181;V-DMART;;12/01/2018;;;;;;;;;;;;;;;;;;
OPPN-01659;IMPLANTACION NB IoT;11.000;;103447;V-APOVEDA;;07/01/2019;;;;;;;;;;;;;;;;;;
OPPN-01660;PARARAYOS;3.070;;100615;V-XAND;;10/12/2018;;;;;;;;;;;;;;;;;;
OPPN-01661;PY6/16/0009 Display Sensor CO2 - Doméstico;6.550;;102264;V-IGAR;;21/03/2018;;;;;;;;;;;;;;;;;;
OPPN-01662;BUTANO DASH BUTTON;25.000;;103925;V-BNC-EST2;;11/02/2019;;;;;;;;;;;;;;;;;;
OPPN-01663;SMART METEERING AGUA;44.700;;100106;V-HLAMA;;05/12/2017;;;;;;;;;;;;;;;;;;
OPPN-01664;Consumo anual routers;19.800;;PT17-0109;V-IGAR;;03/07/2017;;;;;;;;;;;;;;;;;;
OPPN-01665;DISPENSADORA DE ADHESIVOS - MELER;37.550;;102419;V-DMART;;07/09/2018;;;;;;;;;;;;;;;;;;
OPPN-01669;VEGA;64.000;;110285;V-CGAR-CE;;07/02/2019;;;;;;;;;;;;;;;;;;
OPPN-01672;3603 PSA-20-000;0;;120315;V-BNC-NORT;;16/05/2017;;;;;;;;;;;;;;;;;;
OPPN-01673;3608 PSC-2P-000;0;;120315;V-BNC-NORT;;16/05/2017;;;;;;;;;;;;;;;;;;
OPPN-01674;3612 PSL-2P-000;0;;120315;V-BNC-NORT;;16/05/2017;;;;;;;;;;;;;;;;;;
OPPN-01675;Iluminación - Ampolla Reed Meder-OKI;0;;120142;V-IGAR;;17/05/2017;;;;;;;;;;;;;;;;;;
OPPN-01676;Cajeros automáticos tickets tren;22.591,50;;120060;V-IGAR;;06/11/2017;;;MKG0251-2017;Accion Marketing;KAPSCH TRAFFICCOM ARCE SISTEMAS, S.A.U;TORRE IBERDROLA,;;48009;BILBAO;VIZCAYA;ES;944 224 013;;Ana.Uribe@kapsch.net;01/03/2017;18/05/2017;EQUIPOS PC EMBEDDED FANLESS CON PROCESADOR APOLLO LAKE DE AAEON - SERIE BOXER -6616;
OPPN-01677;.;11.000;;101495;V-XAND-AR;;05/03/2018;;;;;;;;;;;;;;;;;;
OPPN-01678;LINEA MARRON;20.000;;101008;V-XAND;;05/03/2018;;;;;;;;;;;;;;;;;;
OPPN-01679;Detectores encoder para puertas automáticas;5.180;;120222;V-IGAR;;28/01/2019;;;;;;;;;;;;;;;;;;
OPPN-01680;Displays de LED para montaje en placa;18.000;;103773;V-IGAR;;18/05/2017;;;;;;;;;;;;;;;;;;
OPPN-01681;INSTALACIÓN IMPRESORA BRADY;12.000;;103494;V-APOVEDA;;22/05/2017;;;;;;;;;;;;;;;;;;
OPPN-01682;GALILEO;260.000;;110260;V-CGAR-CE;;09/01/2019;;;;;;;;;;;;;;;;;;
OPPN-01683;Cargado de baterias 600W;40.000;;110487;V-MFER;;07/10/2018;;;;;;;;;;;;;;;;;;
OPPN-01684;INSTALACIÓN DE 11 EQUIPOS DE CONTROL;21.000;;103441;V-APOVEDA;;25/10/2017;;;;;;;;;;;;;;;;;;
OPPN-01685;PULSERA CONTROL ANCIANOS;192.000;;102297;V-AVAC-AN;;08/02/2018;;;;;;;;;;;;;;;;;;
OPPN-01686;"INSTALACIÓN PANTALLA DE 5"" TÁCTIL EN TODOS LOS EQUIPOS";179.700;;102207;V-APOVEDA;;13/09/2019;;;;;;;;;;;;;;;;;;
OPPN-01687;CILINDRO RF;49.250;;100008;V-DMART;;27/03/2018;;;;;;;;;;;;;;;;;;
OPPN-01689;CONTROL INDUSTRIAL;16.500;;100008;V-DMART;;08/05/2019;;;;;;;;;;;;;;;;;;
OPPN-01690;Cuadros eléctricos - Desmasa/Hiperbaric;12.081,75;;103945;V-IGAR;;12/03/2019;;;;;;;;;;;;;;;;;;
OPPN-01691;Modulo comunicaciones 4G;28.750;;103790;V-DMART;;05/06/2017;;;;;;;;;;;;;;;;;;
OPPN-01692;Tracker Solar (GNSS);1.850;;102755;V-BNC-NORT;;01/04/2019;;;;;;;;;;;;;;;;;;
OPPN-01693;ILUMINACIÓN EQUIPOS TEST CON VISIÓN ARTIFICIAL;0;;102513;V-XAND;;11/02/2019;;;;;;;;;;;;;;;;;;
OPPN-01694;"DISPLAY 7"" RESISTIVO PARA CONSULA EN EQUIPO TEST CABLE";53.000;;102513;V-XAND;;29/06/2017;;;;;;;;;;;;;;;;;;
OPPN-01695;"SUSTITUCIÓN LEDS POR TFT 2,8""";0;;102513;V-XAND;;11/02/2019;;;;;;;;;;;;;;;;;;
OPPN-01696;"CAMBIO LEDS POR TFT 4.3""";0;;102513;V-XAND;;11/02/2019;;;;;;;;;;;;;;;;;;
OPPN-01697;LOCALIZACIÓN DE MAQUINAS;28.000;;130062;V-APOVEDA;;03/09/2018;;;;;;;;;;;;;;;;;;
OPPN-01698;Access Point en el sistema Hydroplus;768;;103786;V-IGAR;;29/07/2019;;;;;;;;;;;;;;;;;;
OPPN-01699;MINI - NANO (OBD);4.925;;101918;V-DMART;;04/04/2018;;;;;;;;;;;;;;;;;;
OPPN-01700;Alimentacion Ultra Capacidades - Power Train;4.875;;103554;V-BNC-NORT;;11/04/2018;;;;;;;;;;;;;;;;;;
OPPN-01701;PROYECTO INTERNO IKOR - DESARROLLO TECNOLOGÍA NBIOT;4.925;;102419;V-DMART;;15/07/2019;;;;;;;;;;;;;;;;;;
OPPN-01702;Muestrario para tipos de Madera en suelos.;0;;104061;V-DMART;;31/05/2017;;;;;;;;;;;;;;;;;;
OPPN-01703;"ACTUALIZACIÓN PANTALLA A 10""";15.500;;103531;V-APOVEDA;;03/09/2018;;;;;;;;;;;;;;;;;;
OPPN-01704;TRACKER PARA MASCOTAS;6.300;;101915;V-BNC-NORT;;28/03/2018;;;;;;;;;;;;;;;;;;
OPPN-01705;CONTROL DE ACCESOS;12.600;;103935;V-AVAC-AN;;22/08/2018;;;;Web Monolitic;SENTECNO;LA GITANILLA 17;ED. PROMALAGA I+D;29004;MÁLAGA;MÁLAGA;ES;951137062;;javier@sentecno.com;23/05/2017;23/05/2017;;
OPPN-01706;Stand  Fusión ECI - Telefonica;48.915;;101372;V-BNC-NORT;;07/02/2018;;;;;;;;;;;;;;;;;;
OPPN-01707;KRIPSOL;80.625;;102108;V-BNC-EST2;;28/03/2018;;;;;;;;;;;;;;;;;;
OPPN-01708;Aplicador de pintura (5 equipos diferentes) - Cliente final Neurtek;4.500;;101237;V-BNC-NOR2;;11/09/2017;;;MKG0253-2017;Accion Marketing;FUNDACION TEKNIKER;CALLE IÑAKI GOENAGA, 5;;20600;EIBAR;GUIPUZCOA;ES;94 320 67 44;;dcantero@tekniker.es;02/06/2017;05/06/2017;ESPECIAL TFTS;
OPPN-01709;MAC PUARSA;15.470;;102052;V-AVAC;;06/11/2017;;;;;;;;;;;;;;;;;;
OPPN-01710;CITY PAQ;13.230;;103683;V-MFER;;13/09/2017;;;;;;;;;;;;;;;;;;
OPPN-01711;MAQUINA HERRAMIENTA;490.500;;101552;V-AVAC;;06/03/2018;;;;;;;;;;;;;;;;;;
OPPN-01712;video vigilancia;16.280;;110574;V-MFER;;23/01/2018;;;;;;;;;;;;;;;;;;
OPPN-01713;equipo embarcado;34.625;;110574;V-MFER;;11/09/2018;;;;;;;;;;;;;;;;;;
OPPN-01714;PC a medida para equipos de ITV;34.158;;120370;V-IGAR;;13/03/2018;;;;;;;;;;;;;;;;;;
OPPN-01715;Proyecto para Madrid - Cliente final Orto Alresa;7.650;;100980;V-IGAR;;14/09/2017;;;;;;;;;;;;;;;;;;
OPPN-01716;PANELES INFORMATIVOS PARA EXTERIOR;4.200;;103916;V-IGAR;;29/06/2018;;;;;;;;;;;;;;;;;;
OPPN-01717;TPV;188.400;;101552;V-AVAC;;07/03/2018;;;;;;;;;;;;;;;;;;
OPPN-01718;TERMOSTATO DOMOTICO;53.000;;103030;V-AVAC-AN;;22/08/2018;;;;;;;;;;;;;;;;;;
OPPN-01720;PARTNER DE VODAFONE;10.500;;103940;V-AVAC-AN;;06/11/2017;;;;;;;;;;;;;;;;;;
OPPN-01721;Vendig  (Fabricante en Navarra);32.375;;120316;V-DMART;;08/06/2017;;;;;;;;;;;;;;;;;;
OPPN-01722;monitor de contaminación;12.000;;103937;V-XAND;;18/07/2018;;;;;;;;;;;;;;;;;;
OPPN-01723;VISION COLOR-7  (Vivmat III);22.500;;120423;V-IGAR;;03/07/2017;;;;;;;;;;;;;;;;;;
OPPN-01724;Termostato con  funcionalidad domótica.;12.190;;120423;V-RIP;;16/05/2019;;;;;;;;;;;;;;;;;;
OPPN-01725;Interés en NB-IoT para diferentes proyectos (contadores de agua, etc.);1.435;;120335;V-IGAR;;07/03/2019;;;;;;;;;;;;;;;;;;
