"location_id"|"product_qty"|"product_code"|"product_lot_id"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020815"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020814"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020813"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020812"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020811"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020810"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020809"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020808"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020807"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020806"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020805"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020804"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020803"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020802"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018160"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018159"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018158"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018157"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018156"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018155"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018154"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018153"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018152"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018151"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018150"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018149"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018148"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018147"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018146"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018145"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018144"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018143"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018142"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018141"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018140"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018139"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018138"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018137"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018136"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018135"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018134"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018133"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018132"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018131"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018130"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018129"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018128"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018127"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018126"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018125"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018124"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018123"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018122"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018121"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018120"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018119"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018118"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018117"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21018116"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020865"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020863"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020862"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020861"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020860"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020859"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020858"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020857"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020855"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020854"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020853"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020852"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020851"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020850"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020849"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020848"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020847"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020845"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020844"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020843"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020842"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020841"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020840"
"MONO/Stock/Dotación"|"9"|"FU-ADPY50-12"|""
"MONO/Stock"|"6"|"FUC-004"|""
"MONO/Stock"|"20"|"FU-PL-ER14505M"|""
"MONO/Stock/Dotación"|"12"|"FUS-100-24"|""
"MONO/Stock"|"4"|"G01-COM9-30A-1F"|""
"MONO/Stock"|"11"|"G065VN01V2"|""
"MONO/Stock"|"1"|"G065VN01V2-IC"|""
"MONO/Stock"|"8"|"G065VN01V2-SAT"|""
"MONO/Stock"|"26"|"G121SN01V4-SAT"|""
"MONO/Stock"|"70"|"G150XTN06"|""
"MONO/Stock"|"3"|"G170ETN010-SAT"|""
"MONO/Stock"|"50"|"GA-2400-03"|""
"MONO/Stock"|"14"|"GA-2400-03-RP"|""
"MONO/Stock"|"20"|"GA-2400-05"|""
"MONO/Stock"|"50"|"GA-2400-05-RP"|""
"MONO/Stock"|"20"|"GA-2400-M133"|""
"MONO/Stock"|"20"|"GA-2400-M133-RP"|""
"MONO/Stock"|"50"|"GA-2400-SC61"|""
"MONO/Stock"|"7"|"GA-2400-SC61-RP"|""
"MONO/Stock"|"20"|"GA-433-04"|""
"MONO/Stock"|"20"|"GA-433-04-RP"|""
"MONO/Stock"|"20"|"GA-433-M170"|""
"MONO/Stock"|"20"|"GA-433-R210"|""
"MONO/Stock"|"10"|"GA-4G/WIFI-02"|""
"MONO/Stock"|"10"|"GA-4G/WIFIRP-02"|""
"MONO/Stock"|"50"|"GA-700-5000-R295"|""
"MONO/Stock"|"50"|"GA-868-05"|""
"MONO/Stock"|"19"|"GA-868-05-RP"|""
"MONO/Stock"|"34"|"GA-868-06B"|""
"MONO/Stock"|"20"|"GA-868-06B-RP"|""
"MONO/Stock"|"50"|"GA-868-M93"|""
"MONO/Stock"|"20"|"GA-868-R116"|""
"MONO/Stock"|"20"|"GA-915-03"|""
"MONO/Stock"|"20"|"GA-915-R198"|""
"MONO/Stock"|"20"|"GA-920-F2"|""
"MONO/Stock"|"50"|"GA-GNSS-P225"|""
"MONO/Stock"|"50"|"GA-GNSS-P236"|""
"MONO/Stock"|"20"|"GA-GPS/4G/WIFI-305"|""
"MONO/Stock"|"10"|"GA-GPS/4G/WIFIRP-02"|""
"MONO/Stock"|"10"|"GA-GPS/4G/WIFIRP-305"|""
"MONO/Stock"|"20"|"GA-GPS/4G-07"|""
"MONO/Stock"|"20"|"GA-GPS/4G-305"|""
"MONO/Stock"|"50"|"GA-GPS/GLONASS-04"|""
"MONO/Stock"|"49"|"GA-GPS/GLONASS-06"|""
"MONO/Stock"|"50"|"GA-GSM-11"|""
"MONO/Stock"|"20"|"GASMAB-010M081-MHF4"|""
"MONO/Stock"|"1"|"GASMAB-010M113-UFL"|""
"MONO/Stock"|"20"|"GASMAB-050M081-MHF4"|""
"MONO/Stock"|"46"|"GASMAB-050M113-UFL"|""
"MONO/Stock"|"20"|"GASMAM-100R174-SMAB"|""
"MONO/Stock"|"20"|"GASMARPFB-010M113-UFL"|""
"MONO/Stock"|"20"|"GASMARPFB-050M113-UFL"|""
"MONO/Stock"|"20"|"GASMARPM-100R174-SMARPFB"|""
"MONO/Stock"|"20"|"GASMARPM-300R174-SMARPFB"|""
"MONO/Stock/Dotación"|"1"|"GENE-APL5-A11-0001"|""
"MONO/Stock"|"3"|"GENE-BSW5-A11-0001"|""
"MONO/Stock"|"202"|"GENE-BSW5-A11-0002"|""
"DEP/Stock"|"1"|"GENE-BSW5-A11-0002"|""
"MONO/Stock/Restitución"|"3"|"GENE-BSW5-A11-0002"|""
"MONO/Stock"|"2"|"GENE-BSW5-A12-0002"|""
"MONO/Stock/Dotación"|"1"|"GENE-BT05-A10-0006"|""
"MONO/Stock/Dotación"|"1"|"GENE-BT05-A10-0009"|""
"MONO/Stock/Dotación"|"3"|"GENE-BT05-A10-0010"|""
"MONO/Stock/Dotación"|"2"|"GENE-CV05-A11-0001"|""
"MONO/Stock"|"1"|"GSMEVB-KIT"|"260521"
"MONO/Stock"|"5"|"GSMEVB-KIT"|"290321"
"MONO/Stock/Dotación"|"2"|"GT-540-3GWA"|""
"MONO/Stock/Dotación"|"2"|"GT-540P CR"|""
"MONO/Stock"|"74"|"H8600VBBB"|""
"MONO/Stock"|"1"|"HBJC365F3AW-2930-B"|""
"MONO/Stock"|"1"|"HBJC400P691W-335B"|""
"MONO/Stock"|"35"|"HBJC501C8H-H310"|""
"MONO/Stock"|"42"|"HDL65011"|""
"MONO/Stock"|"2"|"HDL65013"|""
"MONO/Stock"|"50"|"HDL65020"|""
"MONO/Stock"|"20"|"HDL65050"|""
"MONO/Stock"|"50"|"HF100W-SB-27.6"|""
"MONO/Stock"|"30"|"HF100W-SMF-12"|""
"MONO/Stock"|"9"|"HF100W-SSM-12"|""
"MONO/Stock/Dotación"|"6"|"HF120W-SFDR-24"|""
"MONO/Stock/Dotación"|"1"|"HF150W-SF-28"|""
"MONO/Stock/Dotación"|"1"|"HF150W-SMF-27"|""
"MONO/Stock"|"50"|"HF155W-SB-27.6"|""
"MONO/Stock/Dotación"|"25"|"HF25W-SL-12"|""
"MONO/Stock/Dotación"|"9"|"HF25W-SSM-15"|""
"MONO/Stock/Dotación"|"72"|"HF25W-SSM-48"|""
"MONO/Stock"|"45"|"HF25W-SSM-5"|""
"MONO/Stock"|"8"|"HF320W-SCR-24"|""
"MONO/Stock"|"44"|"HF35W-SSM-12"|""
"MONO/Stock"|"10"|"HF35W-SSM-15"|""
"MONO/Stock/Dotación"|"1"|"HF40W-SL-12"|""
"MONO/Stock/Dotación"|"2"|"HF45W-DPL-A"|""
"MONO/Stock/Dotación"|"156"|"HF50W-SSM-15"|""
"MONO/Stock/Dotación"|"5"|"HF60W-DL-A"|""
"MONO/Stock/Dotación"|"2"|"HF60W-DL-D"|""
"MONO/Stock/Dotación"|"25"|"HF60W-TL-A"|""
"MONO/Stock"|"4"|"HF70W-DF-C"|""
"MONO/Stock/Dotación"|"2"|"HM11"|""
"MONO/Stock"|"1"|"HPE-5S2-R40"|""
"MONO/Stock"|"14"|"HTB-100-HM17-I7/NP-R10-MNL"|""
"MONO/Stock/Dotación"|"3"|"HTD-60F-A"|""
"MONO/Stock/Dotación"|"10"|"HTS-25FA-24"|""
"MONO/Stock/Dotación"|"1"|"HTS-75ME-24"|""
"MONO/Stock/Dotación"|"2"|"HTSP-320F-24"|""
"MONO/Stock/Dotación"|"2"|"HUS-150FK-24"|""
"MONO/Stock/Dotación"|"1"|"HYPER-BT-J19001-R10"|""
"MONO/Stock/Dotación"|"1"|"HYPER-BT-N29301-R10"|""
"MONO/Stock/Dotación"|"1"|"I-87017 CR"|""
"MONO/Stock/Dotación"|"1"|"I-87018 CR"|""
"MONO/Stock/Dotación"|"1"|"I-87024 CR"|""
"MONO/Stock/Dotación"|"1"|"I-87055"|""
"MONO/Stock"|"30"|"IB81LR12V"|""
"MONO/Stock"|"1"|"IB81N"|""
"MONO/Stock"|"1"|"IGS-20160HPT"|"AH006721A00411"
"MONO/Stock"|"1"|"IGS-20160HPT"|"AH006721A00413"
"MONO/Stock"|"1"|"IGS-20160HPT"|"AH006721A00415"
"MONO/Stock"|"1"|"IGS-20160HPT"|"AH006721A00417"
"MONO/Stock"|"1"|"IGS-20160HPT"|"AH006721A00412"
"MONO/Stock"|"1"|"IGS-20160HPT"|"AH006721A00414"
"MONO/Stock"|"1"|"IGS-20160HPT"|"AH006721A00416"
"MONO/Stock"|"1"|"IGS-20160HPT"|"AH006721A00418"
"MONO/Stock"|"19"|"IMBM-H110A-A10"|""
"MONO/Stock"|"1"|"INDTBEU868"|"2139A0011"
"MONO/Stock"|"81"|"INV-BT100-DLC1500"|""
"MONO/Stock"|"1"|"INV-BT100-DLC1500/PD"|""
"MONO/Stock/Dotación"|"2"|"INV-CEMI-PH128800T004/20CM"|""
"MONO/Stock"|"10"|"INV-EMBBT1-LEDDRV/25CM"|""
"MONO/Stock"|"10"|"INV-G104X1L04-VDX/15CM/PD"|""
"MONO/Stock"|"170"|"INV-GBSW5-G121SN01/30CM"|""
"MONO/Stock"|"1"|"INV-GENEBSW5-LEDDRV/15CM"|""
"MONO/Stock"|"10"|"INV-GENEBSW-PH128/30CM"|""
"MONO/Stock"|"1"|"INV-GENECV05-G065/40CM"|""
"MONO/Stock"|"125"|"INV-GENECV05-LEDDRV/35CM"|""
"MONO/Stock"|"92"|"INV-GENECV05-LID18A05/30"|""
"MONO/Stock"|"16"|"INV-GENECV05-LID18A05/30-SAT"|""
"MONO/Stock"|"1"|"INV-GENECV05-PD064/30CM"|""
"MONO/Stock"|"10"|"INV-GENE-DLFDLH24/30CM"|""
"MONO/Stock"|"15"|"INV-NLBTI1-PH128800T004/30"|""
"MONO/Stock/Dotación"|"1"|"INV-PH128800T004-CON"|""
"MONO/Stock"|"10"|"INV-PICOBT-LEDDRV/30CM"|""
"MONO/Stock"|"1"|"INV-PICOCV01A10-D0650BMG"|""
"MONO/Stock"|"1"|"INV-PICOCV01A10-D0650BMG-SAT"|""
"MONO/Stock"|"23"|"INV-TYG070VW01-DLC1500"|""
"MONO/Stock"|"1"|"INV-W945GSE-G121SN01V4"|""
"MONO/Stock"|"5"|"INV-W945GSE-G121SN01V4-SAT"|""
"MONO/Stock"|"4"|"INV-WPVN455-LEDDRV/20CM-SAT"|""
"DEP/Stock"|"1"|"IOTSWC-DCG-1008855"|""
"DEP/Stock"|"1"|"IOTSWC-DCG-1008889"|""
"DEP/Stock"|"1"|"IOTSWC-DCG-1009098"|""
"MONO/Stock"|"2"|"IOTSWC-DCG-SENSORTH"|""
"MONO/Stock"|"1"|"IOWA-LX-600-R10"|""
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900321"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900322"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900323"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900324"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900325"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900326"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900327"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900328"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900329"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900330"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900331"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900332"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900333"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900334"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900335"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900336"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900337"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900338"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900339"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900340"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900661"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900662"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900663"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900664"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900665"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900666"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900667"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900668"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900669"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900141"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900142"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900143"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900144"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900145"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900146"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900147"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900148"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900149"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900150"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900151"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900152"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900153"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900154"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900155"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900156"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900157"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900158"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900159"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900160"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900201"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900202"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900203"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900204"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900205"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900206"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900207"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900208"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900209"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900210"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900211"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900212"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900213"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900214"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900215"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900216"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900217"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900218"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900219"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900220"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900756"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900757"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900758"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900759"
"MONO/Stock"|"1"|"IPOE-162"|"AF003921900760"
"DEP/Stock"|"1"|"IPOE-162"|"AF003921800237"
"MONO/Stock/Delegación Vallcarca"|"1"|"IPPS-1568-SKL2-EP00-4000-R"|""
"MONO/Stock"|"10"|"IPX-060P24P"|""
"MONO/Stock"|"50"|"IRF5N4905"|"103PVV2.1/DC2129"
"MONO/Stock"|"100"|"IRFE130"|"103G9BO.1/DC M2110"
"MONO/Stock/Dotación"|"2"|"IRFG110"|"ERROR LOTE"
"MONO/Stock/Dotación"|"1"|"IRFG9110"|"ERROR LOTE"
"MONO/Stock"|"10"|"ISSA-T8-6L"|""
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601408"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601394"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601395"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601400"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601398"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601401"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601392"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601370"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601371"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601378"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601386"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601388"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601381"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601385"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601383"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601372"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601376"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601374"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601379"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601387"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601389"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601380"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601384"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601382"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601373"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601377"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601375"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601107"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601109"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601103"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601105"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601099"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601101"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601106"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601108"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601102"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601104"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601098"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601100"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601095"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601097"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601091"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601093"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601094"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601096"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601090"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601092"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601017"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601016"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601019"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601018"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601021"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601020"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601024"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601015"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601014"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601012"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601010"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601013"
"MONO/Stock"|"1"|"ISW-500T"|"AH007821601011"
"MONO/Stock/Delegación Vallcarca"|"1"|"ITRP-2845-SKL2-WG00-3001-R"|""
"MONO/Stock"|"1"|"IVIPOWER-4PIN-R10"|""
"MONO/Stock"|"134"|"JANTX2N6796"|"103TVP5.1/DC M2131"
"MONO/Stock"|"316"|"JANTX2N6796"|"103TS2A.1/DC M2131"
"MONO/Stock"|"47"|"JANTX2N6849"|"103X0CL.1/DC M2121"
"MONO/Stock"|"55"|"JANTX2N6849"|"103SFH0.1/DC M2128"
"MONO/Stock"|"348"|"JANTX2N6849"|"103X00O.1/DC M2121"
"MONO/Stock/Dotación"|"5"|"JANTX2N7334"|"ERROR LOTE"
"MONO/Stock"|"1"|"JBC501F697-Q170-B"|""
"MONO/Stock"|"10"|"JH104LOPN-MA1000"|""
"MONO/Stock"|"255"|"JH104LPNN-1000"|""
"MONO/Stock/Restitución"|"15"|"JH104LPNN-1000"|""
"MONO/Stock"|"6"|"JH104LPNN-1000-SAT"|""
"MONO/Stock/Restitución"|"1"|"JH104LPNN-1000-SAT"|""
"MONO/Stock"|"4"|"JH104LPNN-1000-XGA"|""
"MONO/Stock/SAT"|"1"|"JH150CNTR-3230"|""
"MONO/Stock"|"10"|"JH150LPNN-1500"|""
"MONO/Stock/Dotación"|"1"|"JH185WKPNN-1500"|""
"MONO/Stock"|"6"|"JH185WLKNN"|""
"MONO/Stock"|"1"|"JH185WLKNN-1500"|""
"MONO/Stock/Dotación"|"1"|"JH215WLPNN-1000"|""
"MONO/Stock"|"3490"|"JHK3250"|""
"MONO/Stock"|"835"|"JKPANELMOUNTT/1010500552"|""
"MONO/Stock"|"1"|"JM-LG05_TRACKSOLID"|"352670110624420"
"MONO/Stock"|"1"|"JM-LG05_TRACKSOLID"|"352670110631920"
"MONO/Stock"|"1"|"JM-LG05_TRACKSOLID"|"352670110630310"
"MONO/Stock"|"1"|"JM-LG05_TRACKSOLID"|"352670110626680"
"MONO/Stock"|"1"|"JM-LG05_TRACKSOLID"|"352670110622960"
"MONO/Stock"|"1"|"JM-LG05_TRACKSOLID"|"352670110626920"
"MONO/Stock"|"1"|"JM-LG05_TRACKSOLID"|"352670110627100"
"MONO/Stock"|"1"|"JM-LG05_TRACKSOLID"|"352670110631102"
"MONO/Stock"|"1"|"JM-LG05_TRACKSOLID"|"352670110631151"
"MONO/Stock"|"1"|"JM-LG05_TRACKSOLID"|"352670110624263"
"MONO/Stock"|"1"|"JM-LG05_TRACKSOLID"|"352670110624438"
"MONO/Stock"|"1"|"JM-LG05_TRACKSOLID"|"352670110631086"
"MONO/Stock"|"1"|"JM-LG05_TRACKSOLID"|"352670110631185"
"MONO/Stock"|"1"|"JM-LG05_TRACKSOLID"|"352670110624404"
"MONO/Stock"|"1"|"JM-LG05_TRACKSOLID"|"352670110631136"
"MONO/Stock"|"1"|"JM-LG05_TRACKSOLID"|"352670110631144"
"MONO/Stock"|"1"|"JM-LG05_TRACKSOLID"|"352670110624545"
